24.9;2914.296;50.3;23.14;15.73;70.67;-3.37;-4.08;1.33;180;-5.33;18.66;23.37;16.8
47.4;5547.696;42.1;23.37;16.8;70.22;-3.45;-4.15;1.28;180;-5.61;20.53;23.35;17.18
36.9;4318.776;56.1;23.35;17.18;69.78;-3.54;-4.24;1.22;180;-5.58;17.38;23.53;16.06
35.9;4201.736;60.4;23.53;16.06;69.33;-3.63;-4.32;1.17;180;-5.88;16.73;23.74;16.16
28.7;3359.048;56.7;23.74;16.16;68.89;-3.72;-4.41;1.11;180;-5.7;17.48;23.52;15.85
18.1;2118.424;54.6;23.52;15.85;68.45;-3.81;-4.49;1.06;180;-5.83;18.36;22.99;15.81
44.9;5255.096;50.3;22.99;15.81;68;-3.9;-4.58;1;180;-6.08;18.44;22.74;16.24
16.4;1919.456;52.1;22.74;16.24;68;-4.01;-4.69;1;177.5;-6.4;18.43;23.56;16.6
20.8;2434.432;48.6;23.56;16.6;68;-4.12;-4.8;1;175;-6.57;19.51;23.27;16.11
40.9;4786.936;50;23.27;16.11;68;-4.23;-4.91;1;172.5;-6.54;19.07;23.48;15.74
13.3;1556.632;33.2;23.48;15.74;68;-4.34;-5.02;1;170;-6.69;22.43;24;16.08
8.1;948.024;36.9;24;16.08;68;-4.46;-5.14;1;167.5;-6.77;21.62;23.59;16.03
14.5;1697.08;31.3;23.59;16.03;68;-4.57;-5.25;1;165;-7.17;22.43;22.95;16.25
8.1;948.024;34.3;22.95;16.25;68;-4.68;-5.36;1;162.5;-7.06;22.51;24.32;16.48
9.4;1100.176;30.4;24.32;16.48;68;-4.79;-5.47;1;160;-7.42;22.67;23.04;17.42
11.2;1310.848;35.3;23.04;17.42;68;-4.9;-5.58;1;157.5;-7.65;21.28;22.44;16.59
12.9;1509.816;34.8;22.44;16.59;68;-5.01;-5.69;1;155;-7.66;22.3;22.66;15.65
4.8;561.792;33.9;22.66;15.65;68;-5.12;-5.8;1;152.5;-7.92;22.64;23.51;16.68
4.9;573.496;28.5;23.51;16.68;68;-5.23;-5.91;1;150;-7.75;23.54;23;15.03
14.4;1685.376;36;23;15.03;68;-5.34;-6.02;1;147.5;-7.97;21.26;22.53;15.03
14.5;1697.08;34.4;22.53;15.03;68;-5.46;-6.14;1;145;-8.11;22.32;23.93;15.7
13.9;1626.856;38.1;23.93;15.7;68;-5.57;-6.25;1;142.5;-8.69;21.5;23.07;15.39
11.7;1369.368;34.8;23.07;15.39;68;-5.68;-6.36;1;140;-8.66;22.58;23.35;15.66
4.8;561.792;33.9;23.35;15.66;68;-5.79;-6.47;1;137.5;-8.97;22.21;23.43;14.83
8.6;1006.544;29.4;23.43;14.83;68;-5.9;-6.58;1;135;-9.07;23.3;22.88;15.6
10.5;1228.92;30.3;22.88;15.6;67.61;-5.92;-6.6;1.17;137.5;-9.02;22.3;23.1;15.22
14.8;1732.192;32.4;23.1;15.22;67.22;-5.94;-6.61;1.33;140;-8.87;22.76;24.09;14.57
6.7;784.168;34.7;24.09;14.57;66.83;-5.97;-6.64;1.5;142.5;-9.36;22.76;22.56;15.42
9.9;1158.696;33.5;22.56;15.42;66.44;-5.99;-6.65;1.67;145;-9.38;22.42;22.64;15.08
11.3;1322.552;31.4;22.64;15.08;66.06;-6.01;-6.67;1.83;147.5;-9.52;22.36;23.71;15.99
14.8;1732.192;29.7;23.71;15.99;65.67;-6.03;-6.69;2;150;-9.36;23.86;23.77;15.12
10.2;1193.808;35.2;23.77;15.12;65.28;-6.06;-6.71;2.17;152.5;-9.35;21.2;22.93;15.25
8.4;983.136;33.8;22.93;15.25;64.89;-6.08;-6.73;2.33;155;-9.36;22.34;22.95;14.39
9.6;1123.584;35.9;22.95;14.39;64.5;-6.1;-6.75;2.5;157.5;-9.54;21.65;23.33;14.48
6.8;795.872;29.8;23.33;14.48;64.11;-6.12;-6.76;2.67;160;-9.93;23.41;21.9;14.91
6;702.24;35.4;21.9;14.91;63.72;-6.14;-6.78;2.83;162.5;-9.67;21.47;23.37;14.26
11.9;1392.776;32.2;23.37;14.26;63.33;-6.17;-6.8;3;165;-10.14;22.63;22.38;14.94
4.9;573.496;31.8;22.38;14.94;62.95;-6.19;-6.82;3.17;167.5;-9.9;22.46;21.55;14.86
12.8;1498.112;29.1;21.55;14.86;62.56;-6.21;-6.84;3.33;170;-10.31;23.51;22.59;14.61
6.8;795.872;33;22.59;14.61;62.17;-6.23;-6.85;3.5;172.5;-10.35;22.49;22.05;14.7
4.4;514.976;38.6;22.05;14.7;61.78;-6.26;-6.88;3.67;175;-10.18;21.08;21.91;15.1
10.5;1228.92;29.1;21.91;15.1;61.39;-6.28;-6.89;3.83;177.5;-10.34;23.26;21.94;14.61
5.1;596.904;34.1;21.94;14.61;61;-6.3;-6.91;4;180;-10.44;22.36;21.64;14.78
10.9;1275.736;35.4;21.64;14.78;61.33;-6.38;-6.99;3.83;180;-10.69;21.43;21.72;14.86
13.2;1544.928;36.7;21.72;14.86;61.67;-6.47;-7.09;3.67;180;-10.47;21.62;22.96;14.99
5.5;643.72;29.2;22.96;14.99;62;-6.55;-7.17;3.5;180;-10.71;23.27;21.95;14.62
7.5;877.8;29.2;21.95;14.62;62.33;-6.63;-7.25;3.33;180;-10.67;23.63;22.19;14.71
7.9;924.616;37.2;22.19;14.71;62.67;-6.72;-7.35;3.17;180;-11.06;21.37;22.69;14.42
11.3;1322.552;35;22.69;14.42;63;-6.8;-7.43;3;180;-11.03;21.48;21.44;14.6
4.6;538.384;34.2;21.44;14.6;63.33;-6.88;-7.51;2.83;180;-10.9;22.18;22.26;14.3
7.9;924.616;36.4;22.26;14.3;63.67;-6.97;-7.61;2.67;180;-11.29;21.61;22.53;14.91
5.6;655.424;28.1;22.53;14.91;64;-7.05;-7.69;2.5;180;-11.05;23.6;22.88;15.1
